,lyrics
685,"Evoluiu Lyrics[Letra de ""Evoluiu"" com Sodré]

[Pré-Refrão: Kevin o Chris]
Evoluiu
Ritmo agressivo, 150 fluiu
Levando levadas que você nunca ouviu
Eu sou o Rio

[Refrão: Kevin o Chris]
Vai brisar na vibe do Kevin o Chris
Do tamborzão que te faz mexer
Seja no Lins ou no PPG
Pode começar a descer
Vai brisar na vibe do Kevin o Chris
Do tamborzão que te faz mexer
Seja no Lins ou no PPG
Pode começar a descer
Habilidosa ela vem jogando
Abre e fecha quicadinha
Passa em mim sensualizando
Eu dou aquela sarradinha
Habilidosa ela vem jogando
Abre e fecha quicadinha
Passa em mim sensualizando
Eu dou aquela sarradinha
[Verso: Sodré]
Fim de semana é de lei
Que os cria vai ficar suave
Se nós chamar sei que elas vem
Pra baile de comunidade
Já avisei pro Kevin o Chris
Pra soltar couro de verdade
Que se foda a minha ex
Hoje tem Baile da Gaiola
Arrasta a pepeca no chão
Se envolveu com os cria certo e é só catucadão
Se envolveu com os cria certo e é só catucadão
Se envolveu com os cria certo e é só catucadão

[Pré-Refrão: Kevin o Chris]
Evoluiu
Ritmo agressivo, 150 fluiu
Levando levadas que você nunca ouviu
Eu sou o Rio

[Refrão: Kevin o Chris]
Vai brisar na vibe do Kevin o Chris
Do tamborzão que te faz mexer
Seja no Lins ou no PPG
Pode começar a descer
Vai brisar na vibe do Kevin o Chris
Do tamborzão que te faz mexer
Seja no Lins ou no PPG
Pode começar a descer
Habilidosa ela vem jogando
Abre e fecha quicadinha
Passa em mim sensualizando
Eu dou aquela sarradinha
Habilidosa ela vem jogando
Abre e fecha quicadinha
Passa em mim sensualizando
Eu dou aquela sarradinha
[Verso: Sodré]
Fim de semana é de lei
Que os cria vai ficar suave
Se nós chamar sei que elas vem
Pra baile de comunidade
Já avisei pro Kevin o Chris
Pra soltar couro de verdade
Que se foda a minha ex
Hoje tem Baile da Gaiola
Arrasta a pepeca no chão
Se envolveu com os cria certo e é só catucadão
Se envolveu com os cria certo e é só catucadão
Se envolveu com os cria certo
E é só catucadão3Embed"
686,"Taylor Swift Essentials Lyrics1. Taylor Swift- All Too Well (Taylor's Version)
2. Taylor Swift- Run (Taylor's Version) (From The Vault) [feat. Ed Sheeran]
3. Taylor Swift- The Very First Night (Taylor's Version)
4. Taylor Swift- Message In A Bottle (Taylor's Version)
5. Taylor Swift- Enchanted
6. Taylor Swift- Wildest Dreams (Taylor's Version)
7. Taylor Swift- Style
8. Taylor Swift- You Belong With Me (Taylor's Version)
9. Taylor Swift- Lover
10. Taylor Swift- Love Story (Taylor's Version)
11. Taylor Swift- willow
12. Taylor Swift- the 1
13. Taylor Swift- You Need To Calm Down
14. Taylor Swift- cardigan
15. Taylor Swift- Red
16. Taylor Swift- Fifteen (Taylor's Version)
17. Taylor Swift- ME! (feat. Brendon Urie of Panic! At the Disco)
18. Taylor Swift- invisible string
19. Taylor Swift- Delicate
20. Taylor Swift- Cruel Summer
21. Taylor Swift- Mine (US Version)
22. Taylor Swift- You All Over Me (Taylor's Version) [From The Vault] [feat. Marеn Morris]
23. Taylor Swift- 22
24. Taylor Swift- exile (feat. Bon Ivеr)
25. Taylor Swift- no body, no crime (feat. HAIM)
26. Taylor Swift- We Are Never Ever Getting Back Together
27. Taylor Swift- betty
28. Taylor Swift- The Man
29. Taylor Swift- marjorie
30. Taylor Swift- I Knew You Were Trouble
31. Taylor Swift- the lakes (bonus track)
32. Taylor Swift & ZAYN- I Don't Wanna Live Forever (Fifty Shades Darker)
33. Big Red Machine- Renegade (feat. Taylor Swift)
34. Taylor Swift- Bad Blood
35. Taylor Swift- Look What You Made Me Do
36. Taylor Swift- Welcome To New York
37. Taylor Swift- End Game (feat. Ed Sheeran & Future)
38. Taylor Swift- Mean
39. Taylor Swift- Blank Space
40. Taylor Swift- Teardrops On My Guitar (Pop Version)
41. Taylor Swift- Shake It Off
42. Taylor Swift- tolerate it
43. Taylor Swift- Getaway Car
44. Taylor Swift- Our Song
45. Taylor Swift- Out Of The Woods
46. Taylor Swift- closure
47. Taylor Swift- Look What You Made Me Do
48. Taylor Swift- Back to December
49. Taylor Swift- Everything Has Changed (feat. Ed Sheeran)
50. Taylor Swift- …Ready For It?1Embed"
687,"Bagunça Minha Vida (Ao Vivo) LyricsNão era pra ser mas foi
Eu tentei frear não deu
É que o seu beijo foi
Acima da média e eu, capotei
Tô querendo você toda hora
Vacilei e a saudade tá na minha cola

Se der certo a gente atualiza nosso status
Se der errado a sorte é do nosso quarto que assistiu a gente
Se amando intensamente
Bagunça minha vida
Revira minha cama
Meu coração não liga
Se gosta ou se ama
Se vai durar um mês ou uma hora
Não tem que ser pra sempre
Tem que ser gostoso agoraEmbed"
688,"Sei Lá Lyrics[Letra de ""Sei Lá"" com Projota & Vitão]

[Intro]
Yeah
Projota, Vitão, vem

[Refrão]
Sei lá, só sei que a sorte um dia vem
Quando esse dia chegar
Lembra daquele dia, da chuva que caía
E a gente ainda vai se encontrar
Sei lá, só sei que a sorte um dia vem
Quando esse dia chegar
Vou mergulhar nesse seu mar de sonhos impossíveis
Vou morrer no seu sorriso
E renascer todo dia no seu olhar
[Verso 1]
Sei lá, só sei que eu não tava bem
Eu, moleque de vila
Tudo que eu queria era um dia ser melhor que aquele dia
E tudo que eu podia te fazer era deixar em paz
A gente passa pela vida assim com tanta pressa
Que mal dá tempo de enxergar
E eu te procuro tipo ""Kiki, do you love me?""
E uso meu método secreto
Que te faz sorrir, mas fez chorar

[Refrão]
Sei lá, só sei que a sorte um dia vem
Quando esse dia chegar
Vou me entregar como não me entreguei
Pois não podia, pois não sabia
Que eu era parte desse sonho que eu te fiz sonhar
Sei lá, só sei que a sorte um dia vem
Quando esse dia chegar
A vida é feita pra ser tocada com os pés descalços
A cada passo, cada compasso e a cada braço

[Verso 2]
Quando foi que a sua esperança saiu por aí?
E se foi, já fui mais sincero ou menti
Quem não foi, seja orgânico num mundo mecânico
Espero que ela espere por mim lá no fim
E você voltando pra casa virada
Mais uma madrugada tentando se entender
Foi muito machucada pra não pagar pra ver
E a vida é curta pra viver de porquê
E hoje ela vai pro rolê
E hoje ela vai pro rolê
A gente é o novo filme velho
Passando na TV
Que fez sentido só agora que eu cresci pra entender
E hoje ela vai pro rolê (E hoje ela vai pro rolê)
E hoje ela vai pro rolê (E hoje ela vai pro rolê)
A vida é uma coleção de saudades
E o que eu posso dizer?
Mexendo na minha coleção
Hoje eu lembrei de você, yeah
[Refrão]
Sei lá, só sei que a sorte um dia vem
Quando esse dia chegar
Lembra daquele dia, da chuva que caía
E a gente ainda vai se encontrar
Sei lá, só sei que a sorte um dia vem
Quando esse dia chegar
Vou mergulhar nesse seu mar de sonhos impossíveis
Vou morrer no seu sorriso
E renascer todo dia no seu olhar

[Saída]
Sei lá, só sei que a sorte um dia vem
Sei lá, só sei que a sorte um dia vem
E hoje ela vai pro rolê (Ela vai pro rolê)
E hoje ela vai pro rolê
A vida é uma coleção de saudades e o que eu posso dizer?
Mexendo na minha coleção hoje eu lembrei de vocêEmbed"
689,"Você Não Ama Ninguém Lyrics[Letra de ""Você Não Ama Ninguém"" com Knust, Cesar MC, Xamã & Chris]

[Verso 1: Knust]
Por que você foi assim?
Sem pensar no que existiu
Nenhuma despedida ou uma contrapartida
Ou uma esperança de um dia voltar
E mesmo que queira muito, é no way
Não venha falar das coisas que eu não fiz
Se quiser pegar meu celular, ok
Buscando razões pra ficar infeliz
Nem devia atender o celular
Quantas garrafas até decidir me ligar?
Por que decidiu ligar?
Isso não vai nos levar a lugar nenhum, não
Você não ama ninguém
Só não sabe lidar com a solidão
Então arruma reféns
Só não consegue não ter em suas mãos
Quem não tinha olhos pra mais ninguém
Não quero mais que me fale
Foda-se quantas vezes eu já falhei
[Verso 2: Cesar MC]
Quando meus olhos se perdem no nada
Pode saber que você tá na mente
No canto da boca, uma meia risada
Ah, quando eu penso na gente
Eu não sei, pô
Parece que tudo muda de lugar
E de repente você tá tão perto
Aquela vontade de te abraçar
Só que cai a ficha que 'cê não tá perto
Eu pensei, sei lá
A gente podia se ver, se pá
Não sei bem, só ali conversar
Se rolar, a gente pula pra parte de se casar
Eu ouvi amém, e eu achava que eu era de gelo
E que meu coração era pedra
Sua fragilidade tem força
Pois de alguma forma me quebra
Ela tem o jeito que me faz pensar que
O mundo ainda tem valor e que o amor faz sentido
Tu deixou bem mais que um bilhete
Seu sorriso é um tiro, então mire
Eu achava que eu tinha um colete
Mas tu sempre aumenta o calibre
Eu vou dar um Nike pra Cinderela
De cristal com o nome dela
Pois só ela me deu a mão
Caminhando num chão de terra, yeah
Até tentei me declarar
Mas todos meus planos falharam
De tentar definir com palavras
O que os meus olhos sempre te falaram
[Verso 3: Chris MC]
Será que ’cê vai me olhar com os olhos da primeira vez que te vi
E vai me encarar olhando meus lábios sabendo que eu nem quero ir
Tava eu e a Clara naquela praça, fazendo fumaça
E 'cê veio, dando luz pro meu mundo tão feio
Sentido pra minha vida sem freio e sem farol, nem pra onde mirar
Envolto em caracóis, só de lembrar perco o ar
Por que você foi assim?
Nem sequer pensou em ter dó de mim, paciência
Só agiu pela carência e nem ligou se ia me machucar
E eu esperando 'cê se arrepender e voltar atrás
Juro que ’cê não vai querer sair do meu lado depois que entender que lugar do passado é passado
E que cicatrizes fazem parte
E que elas aumentam toda vez que 'cê parte

[Verso 4: Xamã]
Isso não vai te levar a lugar nenhum não
Você não ama ninguém
Xinga e me diz que eu sou mó vacilão
Mas tu vacila também
Vou pro meu baile
Te marolar no meu novo freestyle
Diz pra geral que nós fomos um mero detalhe
Solidão, não sei mais se é melhor, melhor
Me dá a mão, não sei mais ser só
Meu bem, meu mal, meu mel, meu sol
Manhã sem sal, sem você
Não sei se 'cê saca que eu tenho o queijo e a faca
Que eu sou um herói pirata com o pôr-do-sol nas mãos
Um deus primata, que não quer ouro nem prata
Sou um homem de lata que quis ter um coração
Isso não vai te levar a lugar nenhum não
Você não ama ninguém
Você não ama ninguém
Isso não vai te levar a lugar nenhum não1Embed"
690,"High Hopes Lyrics[Intro]
High, high hopes
[Chorus]
Had to have high, high hopes for a living
Shooting for the stars when I couldn't make a killing
Didn't have a dime but I always had a vision
Always had high, high hopes (High, high hopes)
Had to have high, high hopes for a living
Didn't know how but I always had a feeling
I was gonna be that one in a million
Always had high, high hopes
[Verse 1]
Mama said, fulfill the prophecy
Be something greater, go make a legacy
Manifest destiny, back in the days
We wanted everything, wanted everything
Mama said, burn your biographies
Rewrite your history, light up your wildest dreams
Museum victories, every day
We wanted everything, wanted everything

[Pre-Chorus]
Mama said don't give up, it's a little complicated
All tied up, no more love and I'd hate to see you waiting

[Chorus]
Had to have high, high hopes for a living
Shooting for the stars when I couldn't make a killing
Didn't have a dime but I always had a vision
Always had high, high hopes
Had to have high, high hopes for a living
Didn't know how but I always had a feeling
I was gonna be that one in a million
Always had high, high hopes (High, high hopes)

[Verse 2]
Mama said, it's uphill for oddities
The stranger crusaders, ain't ever wannabes
The weird and the novelties don't ever change
We wanted everything, wanted everything (High, high hopes)
Stay up on that rise
Stay up on that rise and never come down, oh
Stay up on that rise
Stay up on that rise and never come down
[Pre-Chorus]
Mama said don't give up, it's a little complicated
All tied up, no more love and I'd hate to see you waiting
They say it's all been done but they haven't seen the best of me-eh-eh-eh
So I got one more run and it's gonna be a sight to see-eh-eh-eh

[Bridge]
Had to have high, high hopes for a living
Shooting for the stars when I couldn't make a killing
Didn't have a dime but I always had a vision
Always had high, high hopes (High, high hopes)
Had to have high, high hopes for a living
Didn't know how but I always had a feeling
I was gonna be that one in a million
Always had high, high hopes (High, high hopes)
[Chorus]
Had to have high, high hopes for a living
Shooting for the stars when I couldn't make a killing
Didn't have a dime but I always had a vision
Always had high, high hopes
Had to have high, high hopes for a living
Didn't know how but I always had a feeling
I was gonna be that one in a million
Always had high, high hopes (High, high hopes)159Embed"
691,"Desconstrução Lyrics[Letra de ""Desconstrução"" com Tiago Iorc]

[Verso 1]
Quando se viu pela primeira vez
Na tela escura de seu celular
Saiu de cena pra poder entrar
E aliviar a sua timidez
Vestiu um ego que não satisfez
Dramatizou o vil da rotina
Como fosse dádiva divina
Queria só um pouco de atenção
Mas encontrou a própria solidão
Ela era só uma menina
[Verso 2]
Abrir os olhos não lhe satisfez
Entrou no escuro de seu celular
Correu pro espelho pra se maquiar
Pintou de dor a sua palidez
E confiou sua primeira vez
No rastro de um pai que não via
Nem a própria mãe compreendia
Num passatempo de prazeres vãos
Viu toda a graça escapar das mãos
E voltou pra casa tão vazia

[Verso 3]
Amanheceu tão logo se desfez
Se abriu nos olhos de um celular
Aliviou a tela ao entrar
Tirou de cena toda a timidez
Alimentou as redes de nudez
Fantasiou o brio da rotina
Fez de sua pele sua sina
Se estilhaçou em cacos virtuais
Nas aparências todos tão iguais
Singularidades em ruína

[Verso 4]
Entrou no escuro de sua palidez
Estilhaçou seu corpo celular
Saiu de cena pra se aliviar
Vestiu o drama uma última vez
Se liquidou em sua liquidez
Viralizou no cio da ruína
Ela era só uma menina
Ninguém notou a sua depressão
Seguiu o bando a deslizar a mão
Para assegurar uma curtida1Embed"
692,"Hoje Lembrei do Teu Amor Lyrics[Letra de ""Hoje Lembrei do Teu Amor"" com Tiago Iorc]

[Verso 1]
Hoje lembrei do teu amor
Hoje lembrei de coisas
Que eu nunca esqueci
E como poderia
Se você me marcou
Pela vida inteira

[Verso 2]
Hoje lembrei do teu sabor
Do gosto da tua boca
Antes de dormir
Tanto te conhecia
E você despertou
Tudo o que eu sentia
[Refrão]
Não há
Chance de apagar
Deixa demorar
Lembrar você é bom demais
Vivemos tanta coisa
Lembra?
Tanto pra acertar
O tempo pra curar
A mágoa que ficou pra trás
Valeu minha vida inteira

[Verso 3]
Hoje lembrei do teu calor
Do nosso banho quente
Coisas que escrevi
Juras e poesia
No espelho embaçado
Você fervia

[Verso 4]
Na parede o suor
No teu corpo o meu
Pelo chão o jantar
Que a gente esqueceu
Entre roupas e taças
À nossa loucura
[Refrão]
Não há
Chance de apagar
Deixa demorar
Lembrar você é bom demais
Vivemos tanta coisa
Lembra?
Tanto pra acertar
O tempo pra curar
A mágoa que ficou pra trás
Valeu minha vida inteira

[Refrão]
Não há
Chance de apagar
Deixa demorar
Lembrar você é bom demais
Vivemos tanta coisa
Lembra?
Tanto pra acertar
O tempo pra curar
A mágoa que ficou pra trás
Valeu minha vida inteira

[Outro]
Valeu minha vida inteira
Valeu minha vida inteiraEmbed"
693,"Deitada Nessa Cama Lyrics[Letra de ""Deitada Nessa Cama"" com Tiago Iorc]

[Verso 1]
Espero aqui
Pra ver o sol nascer
E redesenhar
Cada curva tua
Cada curva tua
Deitada nessa cama
Teu corpo nu me chama
Espero aqui
Só pra ver o sol nascer
E redesenhar
Cada curva tua
Cada curva tua
[Pré-Refrão]
Deitada nessa cama
Teu corpo nu me chama
E se nada mais faz sentido

[Refrão]
Vamos fugir
Eu em você
Você em mim
Simples assim
Vamos sumir
Desaparecer
Fala que me ama
E me engana

[Pós-Refrão]
Deitada nessa cama
Deitada nessa cama

[Verso 2]
Tudo o que eu vivi
Foi pra ver o sol nascer
E redesenhar
Cada curva tua
Tudo o que eu vivi
Foi pra ver o sol nascer
E redesenhar
Cada curva tua
Cada curva tua
[Pré-Refrão]
Deitada nessa cama
Teu corpo nu me chama
E se nada mais faz sentido

[Refrão]
Vamos fugir
Eu em você
Você em mim
Simples assim
Vamos sumir
Desaparecer
Fala que me ama
E me engana

[Refrão]
Vamos fugir
Eu em você
Você em mim
Simples assim
Vamos sumir
Desaparecer
Fala que me ama
E me engana

[Outro]
Deitada nessa cama
Deitada nessa cama
Deitada nessa cama
Deitada nessa camaEmbed"
694,"Fuzuê Lyrics[Letra de ""Fuzuê"" com Tiago Iorc]

[Verso 1]
Sempre senti
Alguma coisa por ti
Mas cê não vale nada
Cê não vale nada
Chega pra mim
Não diz que não, nem que sim
E fica tudo nesse nada
Nessa bolinada
[Verso 2]
Você
Não é de se jogar fora
Perco fácil meia hora
Na tua lábia
Na tua cama
Na cara sacana
Que me diz
Que não me pode bem agora
Noutro momento, sem demora
Quando o mundo me adorar
Você volta se arrastando

[Refrão]
E quando penso
Que eu não quero nunca mais te ver
Vem você me aparece
Cheia de querer
Chega e beija minha boca
Faz um fuzuê
Vem e tira minha roupa
Toda pra me ter
Ora fica, ora solta
Ora, vem me ver!
Sei que cê não vale nada
Mas só quero você
[Verso 3]
Sempre senti
Alguma coisa por ti
Mas eu não valho nada
Eu não valho nada, não
Olha pra mim
Veja como estou feliz
Mas vaidade é cilada
Vaidade é cilada

[Verso 4]
Se você vem eu pulo fora
Se não te ligo, vem na hora
Sente o cheiro da minha cama
Sabe da minha fama
E bem me quis
Mas não te quero bem agora
Noutro momento, na piora
Quando o mundo se acabar
Volto manso, me arrastando

[Refrão]
E quando penso
Que eu não quero nunca mais te ver
Vem você me aparece
Cheia de querer
Chega e beija minha boca
Faz um fuzuê
Vem e tira minha roupa
Toda pra me ter
Ora fica, ora solta
Ora, vem me ver!
Sei que cê não vale nada
Mas só quero você
[Refrão]
E quando penso
Que eu não quero nunca mais te ver
Vem você me aparece
Cheia de querer
Chega e beija minha boca
Faz um fuzuê
Vem e tira minha roupa
Toda pra me ter
Ora fica, ora solta
Ora, vem me ver!
Sei que cê não vale nada
Mas só quero você

[Refrão]
E quando penso
Que eu não quero nunca mais te ver
Vem você me aparece
Cheia de querer
Chega e beija minha boca
Faz um fuzuê
Vem e tira minha roupa
Toda pra me ter
Ora fica, ora solta
Ora, vem me ver!
Sei que cê não vale nada
Mas só quero você

[Refrão]
E quando penso
Que eu não quero nunca mais te ver
Vem você me aparece
Cheia de querer
Chega e beija minha boca
Faz um fuzuê
Vem e tira minha roupa
Toda pra me ter
Ora fica, ora solta
Ora, vem me ver!
Sei que cê não vale nada
Mas só quero vocêEmbed"
695,"If I Can’t Have You Lyrics[Chorus]
I can't write one song that's not about you
Can't drink without thinkin' about you
Is it too late to tell you that
Everything means nothing if I can't have you?

[Verse 1]
I'm in Toronto and I got this view
But I might as well be in a hotel room, yeah
It doesn't matter 'cause I'm so consumed
Spending all my nights reading texts from you
[Pre-Chorus]
Oh, I'm good at keeping my distance
I know that you're the feeling I'm missing
You know that I hate to admit it
But everything means nothing if I can't have you

[Chorus]
I can't write one song that's not about you
Can't drink without thinkin' about you
Is it too late to tell you that
